individual_id,city_id,age_group,age,education,monthly_income,monthly_rent,commute_minutes,commute_satisfaction,wechat_contacts,friends_met_weekly,loneliness_score,job_satisfaction,housing_satisfaction,life_satisfaction,well_being_score,city_population,pop_group
216,177,36-45,40,大专,6446.4,1858.8,27.3,7.7,53,4.1,3.1,8.1,6.7,4.8,5.2,634.94,6
217,174,46-55,50,高中及以下,2507.4,758.8,17.0,9.6,25,3.6,3.1,5.7,7.7,6.2,5.2,195.72,2
218,179,26-35,30,高中及以下,6298.4,4574.6,62.0,6.5,101,3.6,4.7,7.2,5.1,7.8,5.1,1808.04,9
219,40,26-35,30,大专,6490.3,1473.4,21.8,6.8,41,7.1,3.3,6.2,10.0,6.6,6.0,310.59,4
220,20,26-35,30,高中及以下,4685.0,1518.1,27.7,6.1,68,5.6,2.1,5.4,7.0,6.2,5.0,642.68,6
221,1,18-25,22,高中及以下,2741.5,200.0,19.4,9.6,6,6.4,2.6,5.0,7.5,8.2,5.5,129.25,1
222,119,26-35,30,本科,8378.6,950.2,18.2,10.0,56,6.4,3.4,4.6,7.3,4.8,4.3,314.8,4
223,167,36-45,40,大专,4436.6,2600.6,32.9,5.5,63,2.6,4.0,5.1,4.5,7.5,4.3,989.1,8
224,148,26-35,30,本科,8028.8,1310.6,21.0,8.6,11,7.1,4.3,4.3,7.0,6.1,4.4,250.12,4
225,156,36-45,40,硕士,16270.4,3432.9,32.7,6.4,50,5.3,4.5,7.5,6.9,7.5,5.6,958.89,8
226,65,18-25,22,本科,8008.5,2072.9,25.4,10.0,26,5.7,3.6,3.3,7.8,6.6,4.5,576.08,6
227,179,26-35,30,博士,18071.7,4850.8,53.9,6.7,82,3.6,7.6,8.1,1.3,4.1,2.8,1808.04,9
228,171,36-45,40,本科,8029.7,295.7,16.3,10.0,25,6.1,1.3,3.3,8.6,3.2,4.1,65.64,0
229,15,46-55,50,高中及以下,2227.6,200.0,13.3,8.7,14,3.1,4.0,6.7,8.0,6.4,5.5,84.58,0
230,172,26-35,30,大专,5288.8,1670.5,14.6,6.7,34,4.6,4.8,5.1,7.7,8.5,5.4,137.4,1
231,167,26-35,30,硕士,11228.1,3671.1,42.1,7.8,52,5.4,4.1,7.0,6.0,6.3,4.9,989.1,8
232,109,36-45,40,大专,4525.1,845.8,13.2,8.9,38,7.1,4.2,4.6,10.0,4.8,4.9,137.77,1
233,141,46-55,50,高中及以下,3133.9,1518.2,28.1,6.0,37,5.1,3.1,3.5,5.8,6.6,4.1,548.48,6
234,45,36-45,40,硕士,9784.3,1040.6,18.9,7.4,25,4.8,3.1,3.6,9.9,3.8,4.5,72.25,0
235,169,18-25,22,大专,7242.6,371.0,5.0,9.2,36,3.4,3.1,3.3,9.4,3.3,4.1,69.84,0
236,166,36-45,40,硕士,10681.0,1851.5,11.3,8.4,24,5.1,3.1,6.3,7.8,5.3,5.1,337.67,5
237,179,46-55,50,本科,14140.2,5512.9,60.8,6.1,95,0.5,8.0,9.3,5.5,4.4,4.3,1808.04,9
238,3,26-35,30,本科,8506.2,3605.3,22.3,8.0,51,1.7,4.9,5.2,8.0,5.9,4.8,680.64,7
239,167,55+,60,硕士,16785.1,2871.1,39.6,7.9,77,5.0,5.6,8.2,4.8,6.5,4.8,989.1,8
240,22,26-35,30,大专,6244.8,1343.1,10.8,8.8,29,5.3,2.4,4.9,10.0,7.1,5.9,158.78,1
241,54,46-55,50,硕士,13853.4,1459.2,19.3,5.5,36,6.3,2.4,4.3,8.1,6.8,5.1,416.13,5
242,6,18-25,22,硕士,11985.7,2594.0,23.0,7.0,41,2.9,4.3,5.3,7.3,5.1,4.4,719.97,7
243,31,36-45,40,大专,5922.5,3122.6,31.2,7.3,65,3.8,3.2,6.4,6.1,5.2,4.6,946.03,7
244,125,36-45,40,硕士,15301.4,4318.8,38.8,8.0,58,4.2,4.9,5.6,5.8,5.0,4.0,1326.71,8
245,39,36-45,40,高中及以下,2211.1,1583.4,16.8,9.2,58,5.3,1.5,6.4,7.3,3.8,4.8,180.7,2
246,167,26-35,30,本科,9894.5,3067.0,33.6,6.5,61,4.6,3.3,4.7,6.8,5.1,4.3,989.1,8
247,71,55+,60,本科,5186.7,2041.7,22.3,8.8,23,5.1,2.0,7.0,8.2,6.1,5.8,690.93,7
248,105,36-45,40,本科,8913.3,608.5,14.8,8.9,51,6.2,2.3,5.8,7.1,3.0,4.2,222.31,3
249,173,46-55,50,大专,4747.2,351.0,17.6,9.2,36,3.7,2.3,5.1,5.6,4.6,4.0,208.75,3
250,87,36-45,40,高中及以下,2967.3,1374.0,10.6,8.8,8,4.5,3.1,5.2,8.4,9.2,6.1,206.18,3
251,113,36-45,40,大专,5625.5,4475.7,58.8,3.7,73,3.8,5.7,8.2,5.4,3.0,3.9,1742.79,9
252,4,36-45,40,高中及以下,3596.2,335.0,10.5,8.8,5,5.6,4.7,3.6,7.2,3.2,3.3,117.43,1
253,81,46-55,50,高中及以下,2597.0,872.6,8.0,8.8,34,6.4,3.0,5.4,6.9,5.4,4.6,212.11,3
254,82,55+,60,硕士,12070.8,2123.2,24.9,8.0,33,3.4,4.8,5.7,5.7,3.5,3.6,650.6,7
255,167,46-55,50,高中及以下,3176.2,2728.2,36.5,7.3,60,4.7,6.3,7.1,7.6,3.7,4.4,989.1,8
256,20,36-45,40,大专,4334.7,2197.4,24.1,7.3,48,5.3,3.7,5.9,6.5,8.8,5.5,642.68,6
257,28,26-35,30,高中及以下,3121.8,753.3,18.4,8.4,39,6.0,1.8,3.7,5.9,5.1,3.9,81.4,0
258,150,26-35,30,本科,6415.0,482.5,10.4,8.1,8,5.4,3.2,3.3,9.0,4.3,4.3,190.66,2
259,156,26-35,30,本科,7631.5,1634.0,33.8,6.5,41,4.3,2.5,7.5,4.8,6.1,4.9,958.89,8
260,113,26-35,30,硕士,12562.2,4490.5,61.5,6.4,87,1.4,6.0,8.2,5.7,6.2,4.9,1742.79,9
261,75,55+,60,高中及以下,3537.9,1341.6,16.2,8.7,29,3.5,4.9,4.8,8.7,2.6,3.9,337.61,5
262,122,26-35,30,大专,5792.9,2010.4,26.1,7.1,40,4.9,4.4,7.5,7.1,6.0,5.3,603.53,6
263,144,36-45,40,大专,4011.6,1454.5,14.0,9.4,42,4.7,2.8,5.1,6.4,5.3,4.4,192.46,2
264,31,18-25,22,硕士,13348.3,2559.5,28.7,8.7,33,5.3,3.9,4.6,6.0,2.7,3.2,946.03,7
265,106,26-35,30,大专,5464.7,2856.1,39.2,5.5,37,4.2,5.2,8.0,8.0,4.9,5.2,978.66,8
266,152,46-55,50,本科,4569.0,449.9,14.1,9.6,8,5.1,1.7,3.3,7.9,2.6,3.7,75.19,0
267,62,55+,60,本科,6532.4,200.0,8.7,10.0,11,6.0,2.2,7.0,7.6,7.3,5.9,49.09,0
268,113,36-45,40,本科,10419.7,4308.0,47.7,5.3,74,3.4,6.7,7.5,6.2,7.3,5.0,1742.79,9
269,91,36-45,40,大专,5469.4,1459.4,22.8,7.2,22,5.7,2.2,5.4,10.0,7.2,6.1,390.98,5
270,22,18-25,22,高中及以下,2663.5,896.7,14.3,9.2,26,6.4,2.7,6.3,7.8,6.7,5.6,158.78,1
271,162,26-35,30,硕士,11940.0,1533.3,14.7,9.8,29,5.7,4.7,5.3,9.5,4.4,4.8,472.76,6
272,20,26-35,30,博士,17527.9,1943.2,32.0,6.4,42,6.1,5.1,5.1,7.7,6.5,4.8,642.68,6
273,115,36-45,40,高中及以下,3200.5,1028.9,18.5,7.1,22,6.1,2.2,5.0,5.6,3.1,3.6,200.65,2
274,6,36-45,40,硕士,12009.5,2141.9,32.3,6.3,42,3.9,3.5,6.7,4.4,8.4,5.1,719.97,7
275,69,46-55,50,大专,3431.7,269.2,9.9,8.2,17,6.2,1.9,4.8,8.1,4.7,4.8,77.86,0
276,0,18-25,22,硕士,11282.4,505.8,19.4,7.2,20,4.6,2.5,5.4,4.9,4.8,4.0,243.89,3
277,186,26-35,30,高中及以下,3004.4,706.8,17.7,7.8,22,5.1,4.3,4.7,10.0,6.1,5.3,238.23,3
278,73,26-35,30,大专,6885.4,1814.6,35.2,6.5,48,4.7,2.4,6.0,7.8,3.6,4.6,709.56,7
279,191,46-55,50,高中及以下,3044.1,1792.1,17.7,9.1,30,5.1,3.9,7.4,8.4,7.0,6.0,349.46,5
280,106,55+,60,本科,10248.7,2239.6,33.8,6.2,53,2.2,3.0,7.7,5.7,4.8,4.8,978.66,8
281,179,36-45,40,高中及以下,5168.5,6038.2,54.7,4.8,55,3.0,6.9,6.5,3.9,3.1,2.9,1808.04,9
282,45,46-55,50,博士,10044.9,206.7,6.1,8.2,42,6.6,3.0,3.0,8.7,7.9,5.2,72.25,0
283,6,55+,60,博士,14692.4,2381.1,28.9,9.3,36,5.0,4.9,5.4,5.4,5.8,4.0,719.97,7
284,41,36-45,40,高中及以下,4646.5,1158.8,12.1,5.7,22,5.1,2.0,7.8,7.6,3.4,5.1,176.16,2
285,125,36-45,40,高中及以下,5705.3,2934.6,44.3,6.6,56,3.3,5.6,6.1,7.0,4.5,4.2,1326.71,8
286,188,46-55,50,高中及以下,3449.7,1107.5,7.1,8.8,8,4.8,5.7,6.7,8.7,5.2,5.1,63.64,0
287,6,55+,60,硕士,14833.0,3054.6,25.1,8.7,60,4.9,4.4,7.0,7.2,4.0,4.6,719.97,7
288,135,46-55,50,本科,8822.6,1272.8,27.5,9.2,33,4.1,3.9,6.9,6.9,2.9,4.2,699.2,7
289,21,36-45,40,高中及以下,3779.4,390.8,9.6,9.8,21,5.2,3.4,5.5,6.7,6.2,4.8,118.42,1
290,113,26-35,30,本科,13058.6,4329.6,56.5,4.4,71,1.4,5.8,8.5,4.3,4.3,4.1,1742.79,9
291,135,36-45,40,硕士,14081.5,1489.2,25.1,8.3,39,5.8,4.6,6.3,6.6,6.4,4.9,699.2,7
292,118,36-45,40,博士,22929.7,1795.3,12.9,7.4,21,5.6,3.4,6.1,6.2,3.7,4.1,465.37,6
293,115,36-45,40,本科,7403.9,712.8,6.9,8.3,28,5.0,4.2,5.1,7.7,6.5,4.9,200.65,2
294,167,26-35,30,大专,5451.5,1530.5,36.3,9.0,56,4.4,4.9,5.0,6.8,6.6,4.6,989.1,8
295,102,26-35,30,本科,7447.2,1202.9,14.4,9.8,33,5.2,2.9,4.5,8.2,6.9,5.2,105.35,0
296,8,46-55,50,博士,14502.6,691.6,12.8,10.0,29,6.0,1.9,4.1,10.0,3.1,4.6,92.81,0
297,113,36-45,40,硕士,19083.5,5004.1,60.3,6.6,69,2.9,6.8,8.5,5.2,3.3,3.9,1742.79,9
298,112,46-55,50,硕士,11583.6,333.5,14.3,9.2,10,5.4,3.6,6.3,6.0,5.6,4.6,157.63,1
299,167,36-45,40,大专,4254.1,2093.8,32.7,7.8,51,5.0,6.1,4.3,8.1,4.8,4.0,989.1,8
300,183,55+,60,硕士,9067.8,466.5,21.1,9.1,26,7.0,2.5,8.0,7.6,5.3,5.6,240.44,3
301,179,36-45,40,博士,20656.6,5109.8,65.4,5.8,55,2.0,5.8,7.5,3.6,6.6,4.2,1808.04,9
302,174,18-25,22,本科,6239.9,1512.2,17.7,8.0,16,4.5,2.3,3.8,9.7,5.5,5.1,195.72,2
303,94,26-35,30,本科,7185.8,200.0,14.0,10.0,29,4.4,2.8,5.7,8.6,2.7,4.5,100.27,0
304,48,46-55,50,高中及以下,3206.3,984.3,13.4,9.0,23,4.9,3.5,5.6,7.5,2.6,4.0,209.27,3
305,40,46-55,50,高中及以下,2880.7,952.7,7.7,8.0,50,6.9,3.9,6.9,8.4,4.2,5.0,310.59,4
306,159,46-55,50,博士,15965.5,1118.9,21.2,8.1,28,4.8,4.1,2.7,9.1,7.0,4.8,286.16,4
307,185,36-45,40,硕士,7903.2,1326.0,18.1,7.9,45,4.4,3.8,3.0,5.7,4.7,3.3,303.08,4
308,156,26-35,30,大专,4369.7,2903.0,40.1,7.8,14,4.7,3.2,6.9,7.2,7.2,5.6,958.89,8
309,162,18-25,22,博士,25975.4,1343.9,11.1,8.8,21,3.2,3.6,5.0,5.9,4.2,3.8,472.76,6
310,188,26-35,30,硕士,12046.2,1701.2,8.5,6.7,15,7.0,1.7,2.9,9.7,3.9,4.5,63.64,0
311,180,36-45,40,博士,16439.2,1043.6,19.8,8.5,21,5.3,1.9,4.9,8.0,5.4,5.0,277.46,4
312,27,36-45,40,本科,7075.3,1410.3,20.0,9.3,16,6.5,1.3,4.7,6.8,8.1,5.4,216.09,3
313,175,26-35,30,本科,6673.4,2073.7,22.9,5.9,37,4.4,4.0,4.7,8.5,3.4,4.2,339.4,5
314,179,36-45,40,博士,19768.0,4337.8,55.9,5.0,77,4.1,5.5,5.3,5.6,6.5,4.2,1808.04,9
315,22,18-25,22,本科,5519.3,1115.6,15.3,9.8,20,6.1,4.3,6.7,7.0,5.2,4.8,158.78,1
316,177,46-55,50,本科,12982.7,2461.0,30.4,7.5,50,4.9,5.6,7.7,7.6,5.9,5.3,634.94,6
317,145,36-45,40,本科,8246.4,1411.6,27.7,7.4,8,7.4,1.4,8.2,7.6,3.9,5.4,324.35,4
318,149,18-25,22,高中及以下,4072.1,1344.7,12.6,8.0,13,4.7,2.4,7.0,8.1,5.6,5.6,199.73,2
319,187,18-25,22,本科,6039.7,405.2,8.4,10.0,45,5.9,2.2,4.1,7.9,5.7,4.7,137.99,1
320,82,46-55,50,本科,9641.0,1339.1,25.6,8.2,45,2.5,3.2,5.2,6.2,5.7,4.4,650.6,7
321,156,26-35,30,大专,6612.6,2194.9,36.5,6.6,51,1.5,3.6,5.5,6.2,5.6,4.4,958.89,8
322,152,26-35,30,本科,8418.1,200.0,15.4,8.0,29,5.5,1.0,6.4,9.9,6.4,6.3,75.19,0
323,156,26-35,30,硕士,10047.2,2332.7,39.9,8.9,33,3.2,3.5,4.6,7.9,7.7,5.3,958.89,8
324,113,26-35,30,高中及以下,4977.5,4493.2,43.9,6.7,77,3.8,8.0,7.4,3.3,5.4,3.5,1742.79,9
325,113,18-25,22,大专,7374.1,5119.1,53.6,5.8,64,2.4,7.1,6.9,8.7,4.7,4.8,1742.79,9
326,175,26-35,30,硕士,10264.1,630.5,19.9,8.4,64,4.8,2.3,5.6,7.7,6.5,5.3,339.4,5
327,53,18-25,22,大专,4709.2,1156.2,14.9,7.1,17,4.8,4.2,8.3,7.6,6.8,5.9,273.6,4
328,125,46-55,50,本科,10421.6,3670.5,42.9,7.3,61,3.1,5.6,6.7,6.3,3.1,3.8,1326.71,8
329,113,36-45,40,硕士,13196.2,4180.5,57.8,5.4,78,3.8,5.9,8.7,4.4,4.4,4.2,1742.79,9
330,91,26-35,30,高中及以下,2951.3,1162.2,19.7,9.1,34,4.4,5.0,6.9,9.6,4.7,5.3,390.98,5
331,178,26-35,30,本科,7925.2,717.6,20.8,9.5,38,5.4,2.7,4.2,8.3,6.1,4.9,113.9,1
332,6,36-45,40,本科,12148.3,2295.2,21.6,8.2,12,5.3,4.7,6.5,4.8,8.8,5.1,719.97,7
333,78,18-25,22,本科,7526.4,200.0,15.7,8.1,32,4.6,3.3,6.1,10.0,2.5,4.8,162.68,1
334,151,55+,60,大专,3511.6,1576.0,20.1,8.2,25,4.9,2.4,5.8,9.4,6.7,5.9,209.86,3
335,104,46-55,50,本科,9255.2,1050.1,14.8,8.3,43,6.1,4.3,3.4,5.8,5.9,3.7,126.31,1
336,162,26-35,30,高中及以下,2966.2,2169.9,24.3,8.5,5,3.0,3.7,7.5,8.7,4.9,5.5,472.76,6
337,111,46-55,50,本科,8121.5,972.2,21.8,10.0,5,5.8,1.4,1.8,6.7,5.7,3.9,144.53,1
338,32,36-45,40,大专,6607.1,520.0,13.4,6.4,5,6.3,5.4,6.2,8.7,4.2,4.7,146.42,1
339,130,46-55,50,高中及以下,2001.4,200.0,11.4,8.4,13,4.9,2.3,3.2,6.1,6.4,4.2,31.48,0
340,73,46-55,50,博士,22560.8,2368.1,26.3,6.1,66,5.4,4.3,6.0,7.0,3.4,4.1,709.56,7
341,35,36-45,40,本科,6808.9,298.3,6.9,8.2,21,5.0,3.7,3.6,7.6,7.4,4.8,43.78,0
342,125,36-45,40,硕士,13085.1,3665.4,31.2,6.9,63,5.1,5.0,7.1,8.0,3.8,4.7,1326.71,8
343,168,46-55,50,本科,5749.8,1079.1,21.3,9.5,44,7.1,2.5,5.3,9.7,5.6,5.5,116.12,1
344,97,36-45,40,硕士,9243.1,343.0,10.5,10.0,18,4.6,2.7,4.0,6.1,7.7,4.7,192.68,2
345,69,36-45,40,高中及以下,4475.9,774.1,11.4,9.2,10,4.3,2.5,5.8,9.1,6.4,5.7,77.86,0
346,186,46-55,50,大专,4178.2,903.9,10.5,7.6,50,5.5,2.4,1.5,8.3,6.5,4.3,238.23,3
347,141,26-35,30,硕士,15233.6,1166.2,29.0,6.7,28,4.6,4.3,6.6,9.4,6.8,5.9,548.48,6
348,82,36-45,40,硕士,11953.9,730.6,23.3,8.0,42,4.4,1.7,8.5,7.9,3.4,5.4,650.6,7
349,68,26-35,30,本科,8574.5,754.9,21.9,9.3,47,5.7,3.3,3.4,7.0,2.4,3.2,213.07,3
350,31,46-55,50,硕士,13016.5,2378.2,36.0,9.0,32,3.1,5.1,4.1,7.3,4.3,3.8,946.03,7
351,106,26-35,30,硕士,16129.5,2728.8,31.7,9.0,63,4.6,3.7,4.9,7.5,6.6,4.9,978.66,8
352,73,46-55,50,高中及以下,3154.1,1980.3,39.5,8.3,28,2.7,4.6,5.6,8.9,6.6,5.4,709.56,7
353,198,46-55,50,本科,5677.0,804.8,7.0,8.3,11,7.2,2.2,4.0,7.9,5.1,4.5,157.31,1
354,91,18-25,22,大专,7061.1,1716.6,18.4,7.2,36,4.8,3.0,7.3,5.6,5.5,4.8,390.98,5
355,39,46-55,50,高中及以下,3252.9,1217.8,14.2,9.3,30,4.7,1.4,3.9,8.1,7.3,5.3,180.7,2
356,65,36-45,40,高中及以下,4333.3,932.8,32.1,7.4,39,4.9,3.9,5.9,7.3,4.2,4.4,576.08,6
357,0,36-45,40,本科,6390.3,599.1,11.3,9.2,22,7.4,2.9,6.7,7.3,8.0,5.9,243.89,3
358,118,26-35,30,本科,6270.0,1671.3,17.5,7.1,19,5.9,4.8,5.8,8.4,6.6,5.3,465.37,6
359,179,46-55,50,博士,25768.7,4891.2,60.7,6.9,63,4.2,6.1,5.1,3.5,6.6,3.5,1808.04,9
360,124,18-25,22,本科,9191.3,1437.0,12.0,9.4,37,7.0,2.3,6.0,6.0,1.8,3.6,266.9,4
361,18,36-45,40,高中及以下,3761.0,200.0,10.4,8.2,5,6.0,3.8,5.2,6.4,7.1,4.8,59.86,0
362,159,26-35,30,本科,8116.3,554.5,16.2,7.7,5,6.8,3.5,5.5,8.5,4.6,4.8,286.16,4
363,39,46-55,50,本科,7211.2,1630.8,15.0,7.0,19,5.3,1.6,6.4,7.5,2.4,4.4,180.7,2
364,65,26-35,30,本科,9173.9,1899.9,32.9,8.2,35,5.5,3.9,5.6,7.1,9.0,5.6,576.08,6
365,48,18-25,22,本科,7554.5,1432.5,16.8,8.8,36,6.3,3.6,3.3,8.4,6.0,4.5,209.27,3
366,183,26-35,30,高中及以下,2924.9,1227.1,14.4,9.2,21,5.4,3.5,5.7,8.5,7.2,5.6,240.44,3
367,113,46-55,50,博士,21080.8,4607.6,55.2,5.9,59,4.8,6.3,5.0,3.2,3.8,2.5,1742.79,9
368,153,26-35,30,高中及以下,3574.2,480.9,13.2,7.0,31,6.0,3.4,6.1,10.0,3.6,5.1,187.21,2
369,164,18-25,22,高中及以下,3779.8,1103.3,25.7,7.3,35,5.1,2.1,6.8,7.6,7.2,5.9,388.92,5
370,113,46-55,50,硕士,14736.5,4969.8,56.7,5.6,69,2.0,7.4,6.7,6.4,4.9,4.1,1742.79,9
371,135,36-45,40,本科,6147.2,1825.5,22.3,7.2,65,4.0,3.0,5.0,5.1,3.3,3.4,699.2,7
372,66,36-45,40,博士,19120.4,1018.9,10.5,7.5,37,5.2,3.8,4.6,4.6,4.1,3.3,138.1,1
373,192,55+,60,大专,3908.7,1142.6,11.3,8.2,7,5.4,5.2,2.6,7.2,5.0,3.5,183.85,2
374,37,26-35,30,大专,3298.4,374.8,13.5,9.6,14,4.7,3.0,5.1,10.0,7.8,6.1,20.91,0
375,9,36-45,40,大专,4272.8,1724.2,16.4,8.5,20,5.3,3.6,5.0,7.4,5.5,4.6,255.33,4
376,73,26-35,30,本科,8065.3,2149.8,21.6,8.4,43,4.5,3.8,4.6,9.9,8.1,5.9,709.56,7
377,185,36-45,40,本科,9632.9,892.6,23.4,8.5,26,5.1,3.0,4.9,7.0,7.3,5.1,303.08,4
378,106,55+,60,硕士,15234.9,2525.7,35.5,8.0,72,3.1,4.5,8.0,6.3,3.0,4.3,978.66,8
379,11,18-25,22,高中及以下,3316.1,200.0,17.2,9.7,45,5.2,3.1,6.9,6.9,4.8,4.9,93.16,0
380,141,46-55,50,大专,5004.1,860.6,17.3,7.8,6,5.3,2.5,5.5,6.6,6.3,4.9,548.48,6
381,195,36-45,40,大专,5058.4,200.0,11.9,7.6,17,5.0,2.6,3.2,8.7,3.5,4.0,218.18,3
382,0,26-35,30,大专,4169.7,1208.9,16.4,7.4,35,5.5,2.9,5.7,7.4,7.5,5.5,243.89,3
383,106,26-35,30,硕士,16045.4,2956.2,25.2,7.5,36,4.1,5.6,4.9,7.7,6.3,4.6,978.66,8
384,162,26-35,30,大专,8046.2,1521.1,15.5,7.0,37,3.6,3.1,5.4,9.6,7.0,5.8,472.76,6
385,103,36-45,40,大专,4300.8,846.6,7.8,9.3,24,5.8,3.6,5.9,10.0,4.6,5.3,66.53,0
386,73,18-25,22,硕士,10151.1,2880.2,30.4,7.5,62,4.2,3.1,6.6,7.6,4.8,5.0,709.56,7
387,48,46-55,50,博士,17776.4,872.8,13.3,8.0,36,6.2,4.8,4.2,8.2,6.1,4.6,209.27,3
388,31,36-45,40,硕士,13073.6,2727.4,37.3,7.1,32,3.8,4.4,5.9,6.8,7.6,5.2,946.03,7
389,20,26-35,30,本科,8186.0,1652.7,27.4,10.0,40,4.1,3.1,3.6,5.4,4.2,3.3,642.68,6
390,159,26-35,30,硕士,10575.0,1502.7,16.8,8.1,13,5.0,2.1,6.4,8.9,3.0,4.9,286.16,4
391,71,36-45,40,本科,11164.9,2022.7,31.1,7.5,26,4.5,3.2,4.7,6.9,7.0,4.9,690.93,7
392,105,26-35,30,本科,7707.2,1532.1,13.3,7.6,40,5.3,3.4,7.7,6.6,7.1,5.6,222.31,3
393,169,46-55,50,硕士,18097.8,1694.9,16.0,6.9,51,4.6,3.8,3.8,8.5,4.1,4.1,69.84,0
394,87,26-35,30,大专,4533.0,200.0,16.0,8.0,26,5.1,1.9,4.4,8.9,4.8,4.9,206.18,3
395,12,46-55,50,博士,17274.2,770.3,9.4,10.0,33,5.6,4.4,4.2,8.1,6.9,4.9,189.04,2
396,91,36-45,40,本科,8907.8,1478.0,21.9,9.5,43,6.2,3.2,5.9,4.0,2.2,3.0,390.98,5
397,120,36-45,40,博士,12930.1,974.9,14.0,9.8,44,6.9,3.5,6.7,8.2,3.6,4.8,327.35,4
398,2,46-55,50,高中及以下,3837.6,468.9,17.0,8.5,40,6.3,3.3,5.7,7.5,7.4,5.4,283.64,4
399,122,36-45,40,硕士,13278.7,2586.5,25.3,7.9,39,4.4,4.4,5.8,8.0,6.0,5.0,603.53,6
400,32,55+,60,高中及以下,4538.7,200.0,19.5,8.2,5,6.3,5.2,6.2,5.7,5.5,4.2,146.42,1
401,25,36-45,40,硕士,11767.3,842.2,11.2,8.0,24,5.0,1.0,4.0,9.3,6.7,5.6,165.82,2
402,145,26-35,30,高中及以下,3024.5,1024.0,18.7,9.0,42,7.1,3.1,5.3,7.5,9.1,5.8,324.35,4
403,32,36-45,40,高中及以下,3763.1,1059.5,12.4,8.0,37,7.3,3.9,5.2,7.5,3.1,4.0,146.42,1
404,20,26-35,30,高中及以下,2919.5,1137.4,32.8,6.0,57,2.9,4.0,5.8,5.9,6.6,4.7,642.68,6
405,104,36-45,40,硕士,9210.6,1219.4,12.2,7.8,13,7.8,4.5,7.9,10.0,4.5,5.8,126.31,1
406,89,26-35,30,大专,4787.5,1194.4,19.2,9.2,9,5.0,1.0,5.3,8.7,5.9,5.5,247.96,3
407,135,46-55,50,本科,11424.7,2850.9,37.5,7.7,15,6.4,2.9,8.0,4.4,6.3,4.9,699.2,7
408,185,36-45,40,本科,8415.7,953.5,15.5,7.7,38,3.8,4.8,2.8,6.5,3.8,3.1,303.08,4
409,20,36-45,40,本科,6382.2,1855.5,26.1,7.7,57,4.7,4.2,4.9,6.2,5.0,4.0,642.68,6
410,181,26-35,30,大专,4445.5,948.1,5.0,9.7,13,7.2,3.1,6.1,7.4,4.7,4.8,62.98,0
411,154,36-45,40,大专,5836.9,613.9,18.0,6.7,30,5.9,3.5,4.5,7.8,6.0,4.7,198.95,2
412,65,55+,60,高中及以下,3445.0,2870.2,29.5,7.8,25,4.5,3.2,4.5,4.8,5.2,3.7,576.08,6
413,179,46-55,50,高中及以下,4233.4,4847.4,54.1,6.5,100,2.3,5.3,7.1,6.0,7.5,5.1,1808.04,9
414,6,26-35,30,博士,15575.3,2044.0,22.9,8.2,42,6.0,3.3,7.0,5.9,2.6,4.0,719.97,7
415,194,36-45,40,大专,4061.0,1585.3,21.1,6.6,51,7.0,3.6,8.2,10.0,7.8,6.9,176.48,2
416,159,18-25,22,博士,17202.8,584.8,13.6,9.5,22,6.0,5.1,4.8,7.8,1.9,3.4,286.16,4
417,73,46-55,50,本科,7254.1,1792.1,34.2,7.0,52,5.4,4.9,4.3,7.5,5.6,4.3,709.56,7
418,141,36-45,40,大专,6154.7,2514.5,17.1,8.3,41,6.2,2.5,4.8,8.8,6.8,5.5,548.48,6
419,191,36-45,40,硕士,11701.5,1726.6,15.4,10.0,40,7.4,3.4,3.2,6.9,5.9,4.1,349.46,5
420,75,36-45,40,本科,6878.5,1775.5,25.2,7.6,15,4.7,3.7,3.9,7.3,2.8,3.5,337.61,5
421,99,36-45,40,硕士,13582.6,1201.4,14.8,9.4,6,6.5,4.2,5.1,6.8,4.5,4.1,117.38,1
422,168,46-55,50,本科,7726.9,1004.5,10.9,8.2,17,6.4,1.9,8.4,9.3,6.6,6.7,116.12,1
423,102,46-55,50,大专,5087.6,1158.1,15.6,6.6,9,5.9,1.7,5.1,8.1,5.6,5.1,105.35,0
424,29,26-35,30,高中及以下,2596.1,450.2,18.1,9.0,33,6.3,3.2,4.2,7.3,4.1,4.0,110.86,1
425,135,26-35,30,高中及以下,3772.3,2172.7,26.7,9.1,28,3.6,4.5,3.7,6.6,5.6,3.9,699.2,7
426,75,55+,60,高中及以下,3878.1,1519.5,20.0,8.2,41,4.7,3.0,7.7,7.6,4.9,5.3,337.61,5
427,183,18-25,22,大专,4872.4,2158.1,12.6,6.9,5,5.4,3.6,5.3,8.6,6.2,5.2,240.44,3
428,22,26-35,30,高中及以下,2205.6,1220.3,16.4,10.0,17,6.1,2.8,6.1,8.4,4.1,4.9,158.78,1
429,110,36-45,40,硕士,9819.2,1175.4,14.9,9.6,15,5.7,2.7,5.2,10.0,3.4,4.9,21.79,0
430,154,46-55,50,高中及以下,4588.7,661.3,13.3,9.4,15,5.7,2.8,5.1,9.4,8.0,6.0,198.95,2
431,179,26-35,30,本科,14543.5,5161.6,57.2,5.0,70,1.8,6.6,5.0,6.1,6.5,4.1,1808.04,9
432,156,26-35,30,博士,18068.1,2897.9,35.8,6.4,66,5.3,5.1,6.4,9.1,7.0,5.7,958.89,8
433,180,26-35,30,硕士,7101.0,516.1,22.2,6.5,15,4.1,1.0,5.9,8.0,5.1,5.3,277.46,4
